Id_aktywacji;Data_aktywacji;FK_Wizyta;FK_Promocja
8183;2024-01-14 15:49:46;27070;8
8184;2024-04-07 19:43:47;27075;10
8185;2024-02-02 01:21:49;27076;1
8186;2024-04-25 17:27:54;27077;13
8187;2024-04-13 08:21:17;27079;6
8188;2024-01-18 20:15:37;27085;10
8189;2024-02-23 18:48:31;27089;2
8190;2024-02-19 13:47:39;27092;6
8191;2024-02-02 12:20:48;27093;1
8192;2024-02-17 08:51:29;27094;5
8193;2024-05-10 13:37:45;27099;10
8194;2024-01-21 19:46:01;27100;2
8195;2024-04-16 13:23:04;27105;1
8196;2024-04-08 23:50:21;27111;5
8197;2024-05-27 09:07:45;27114;16
8198;2024-05-12 11:27:18;27120;9
8199;2024-04-27 12:37:05;27123;6
8200;2024-03-07 19:16:53;27126;10
8201;2024-02-01 07:47:08;27127;12
8202;2024-03-21 09:16:11;27128;4
8203;2024-05-02 22:42:31;27132;18
8204;2024-05-05 21:47:56;27137;16
8205;2024-04-07 03:10:26;27139;7
8206;2024-04-04 09:58:09;27141;1
8207;2024-01-05 03:21:16;27147;1
8208;2024-01-05 22:41:34;27149;14
8209;2024-05-28 21:11:02;27152;15
8210;2024-06-07 23:51:28;27155;6
8211;2024-01-18 13:08:53;27158;5
8212;2024-01-13 20:41:51;27159;10
8213;2024-04-14 08:26:14;27166;2
8214;2024-01-26 06:12:06;27168;15
8215;2024-05-06 22:43:07;27170;17
8216;2024-03-17 10:16:24;27179;8
8217;2024-06-20 17:43:23;27181;1
8218;2024-01-11 10:41:15;27183;13
8219;2024-02-22 10:26:36;27187;14
8220;2024-05-23 10:29:43;27189;10
8221;2024-06-01 09:36:43;27191;16
8222;2024-05-02 00:10:46;27192;20
8223;2024-06-20 19:08:35;27197;17
8224;2024-05-11 03:48:18;27200;8
8225;2024-03-29 14:55:14;27201;4
8226;2024-04-17 08:07:24;27209;19
8227;2024-01-13 17:20:06;27211;2
8228;2024-01-29 06:48:40;27212;11
8229;2024-05-11 05:15:03;27221;3
8230;2024-01-02 22:17:56;27222;16
8231;2024-02-27 22:07:53;27224;9
8232;2024-04-25 09:12:17;27230;4
8233;2024-04-12 06:34:00;27234;1
8234;2024-03-26 10:38:43;27237;12
8235;2024-01-30 21:38:35;27240;7
8236;2024-01-12 19:06:55;27242;14
8237;2024-06-02 00:30:05;27243;17
8238;2024-03-22 11:14:15;27246;19
8239;2024-05-04 05:55:47;27250;8
8240;2024-02-02 11:54:36;27251;4
8241;2024-02-12 10:59:42;27252;6
8242;2024-01-17 15:38:29;27260;6
8243;2024-05-20 19:42:44;27263;10
8244;2024-06-08 23:58:31;27264;20
8245;2024-06-11 04:17:14;27265;16
8246;2024-04-08 08:23:09;27267;20
8247;2024-02-18 13:07:49;27269;6
8248;2024-02-18 07:43:16;27279;13
8249;2024-02-01 17:06:03;27282;15
8250;2024-03-16 12:59:44;27284;8
8251;2024-03-07 22:26:55;27286;8
8252;2024-06-08 19:28:02;27288;11
8253;2024-05-22 17:50:38;27289;13
8254;2024-04-13 03:04:18;27292;20
8255;2024-05-16 23:34:49;27293;15
8256;2024-04-24 04:46:25;27302;1
8257;2024-03-06 14:27:20;27303;5
8258;2024-01-14 03:25:20;27305;2
8259;2024-01-31 23:22:57;27313;6
8260;2024-01-05 23:42:02;27314;15
8261;2024-02-19 03:54:33;27315;19
8262;2024-05-24 20:16:47;27317;13
8263;2024-03-22 19:39:41;27319;2
8264;2024-04-30 08:06:03;27321;12
8265;2024-06-12 17:30:41;27323;12
8266;2024-03-19 22:14:04;27324;3
8267;2024-04-21 08:20:51;27325;2
8268;2024-05-04 07:35:24;27328;9
8269;2024-03-22 17:45:57;27330;15
8270;2024-06-12 19:23:39;27332;15
8271;2024-02-21 18:45:06;27334;8
8272;2024-02-16 10:53:17;27335;13
8273;2024-05-24 17:50:40;27342;18
8274;2024-05-09 09:19:23;27348;20
8275;2024-04-05 23:08:37;27356;18
8276;2024-02-27 15:20:57;27360;16
8277;2024-06-02 18:21:25;27365;17
8278;2024-02-19 08:23:23;27371;9
8279;2024-06-21 05:47:06;27379;14
8280;2024-01-11 13:42:18;27385;19
8281;2024-02-24 09:53:37;27386;17
8282;2024-01-27 03:34:46;27392;6
8283;2024-04-23 23:07:48;27393;6
8284;2024-02-22 01:10:27;27395;17
8285;2024-02-23 05:02:45;27401;4
8286;2024-05-10 13:52:14;27402;17
8287;2024-02-20 18:14:26;27410;12
8288;2024-04-20 08:36:31;27412;20
8289;2024-05-02 01:11:42;27416;7
8290;2024-04-10 06:57:48;27425;20
8291;2024-01-24 15:21:15;27426;12
8292;2024-01-06 07:09:51;27431;17
8293;2024-02-23 20:01:30;27433;14
8294;2024-04-12 15:15:02;27436;16
8295;2024-04-03 21:50:32;27437;5
8296;2024-04-30 15:33:35;27438;17
8297;2024-05-09 13:24:26;27440;14
8298;2024-02-15 08:32:35;27446;7
8299;2024-04-22 20:12:50;27448;15
8300;2024-06-24 10:40:09;27450;10
8301;2024-06-11 18:33:30;27456;5
8302;2024-04-08 07:59:47;27468;6
8303;2024-03-30 14:58:59;27474;7
8304;2024-05-04 09:17:44;27476;19
8305;2024-01-19 11:51:14;27480;7
8306;2024-05-17 02:57:30;27481;15
8307;2024-04-03 12:36:09;27488;15
8308;2024-03-21 20:01:14;27490;16
8309;2024-02-15 22:04:18;27497;3
8310;2024-01-14 09:43:39;27501;7
8311;2024-05-19 20:27:12;27502;19
8312;2024-05-23 22:58:34;27505;17
8313;2024-04-10 21:31:02;27508;12
8314;2024-05-31 20:06:21;27509;3
8315;2024-03-24 14:12:11;27511;10
8316;2024-01-22 22:30:33;27512;4
8317;2024-04-24 14:50:44;27514;19
8318;2024-01-05 10:03:15;27515;3
8319;2024-06-07 13:38:59;27521;19
8320;2024-01-01 15:28:29;27523;8
8321;2024-04-13 22:25:10;27530;9
8322;2024-06-11 00:54:43;27531;15
8323;2024-02-15 09:18:14;27538;18
8324;2024-05-30 13:06:42;27541;18
8325;2024-05-15 01:47:33;27543;14
8326;2024-01-25 03:08:38;27548;1
8327;2024-05-05 11:12:23;27553;16
8328;2024-02-09 01:31:43;27555;11
8329;2024-06-01 18:00:06;27557;14
8330;2024-05-02 03:44:26;27560;6
8331;2024-04-13 12:22:45;27561;14
8332;2024-03-07 00:14:35;27566;5
8333;2024-03-13 16:56:16;27568;3
8334;2024-04-27 01:48:28;27574;17
8335;2024-01-04 03:32:20;27577;11
8336;2024-04-18 13:46:43;27578;1
8337;2024-01-21 07:14:32;27587;4
8338;2024-01-01 23:30:35;27588;9
8339;2024-04-06 02:25:21;27593;12
8340;2024-02-04 18:34:24;27600;8
8341;2024-01-19 11:15:40;27601;17
8342;2024-04-05 23:53:00;27608;8
8343;2024-03-20 14:10:13;27611;11
8344;2024-06-02 19:26:31;27612;16
8345;2024-02-26 06:28:07;27616;5
8346;2024-03-03 10:09:18;27618;6
8347;2024-04-25 06:48:09;27620;3
8348;2024-06-10 05:57:47;27622;10
8349;2024-04-24 11:50:58;27638;18
8350;2024-05-25 00:45:46;27640;15
8351;2024-04-14 09:44:49;27641;14
8352;2024-03-17 02:39:52;27646;19
8353;2024-05-07 22:06:07;27655;1
8354;2024-03-28 15:10:37;27656;19
8355;2024-05-28 20:04:45;27657;12
8356;2024-02-26 00:33:01;27663;11
8357;2024-06-14 05:46:32;27668;16
8358;2024-03-05 07:12:40;27673;10
8359;2024-06-29 08:18:52;27675;6
8360;2024-04-16 08:43:46;27676;12
8361;2024-01-12 19:53:55;27680;1
8362;2024-02-29 16:11:45;27688;12
8363;2024-04-06 21:26:01;27689;6
8364;2024-06-03 09:39:07;27694;4
8365;2024-06-23 12:05:58;27696;15
8366;2024-02-13 04:18:31;27698;12
8367;2024-03-26 02:11:09;27705;1
8368;2024-04-08 12:11:51;27707;15
8369;2024-01-22 23:34:30;27708;2
8370;2024-03-20 02:44:33;27710;12
8371;2024-04-19 07:57:38;27713;6
8372;2024-01-08 21:53:20;27716;16
8373;2024-04-07 10:47:29;27717;15
8374;2024-03-26 02:57:02;27725;5
8375;2024-04-07 19:44:02;27731;1
8376;2024-03-15 19:03:58;27732;9
8377;2024-05-19 15:40:56;27735;5
8378;2024-03-12 21:35:05;27739;8
8379;2024-04-22 21:45:23;27742;5
8380;2024-04-11 15:54:45;27745;18
8381;2024-02-29 16:16:15;27748;4
8382;2024-01-08 04:06:29;27750;5
8383;2024-06-20 18:00:04;27751;7
8384;2024-05-19 15:55:03;27755;3
8385;2024-05-06 20:20:19;27756;7
8386;2024-01-20 17:43:38;27758;7
8387;2024-06-20 12:25:40;27761;19
8388;2024-06-26 06:42:44;27766;11
8389;2024-01-30 16:46:22;27770;5
8390;2024-04-01 18:22:32;27775;19
8391;2024-03-06 09:47:15;27777;1
8392;2024-03-15 04:51:37;27779;18
8393;2024-04-05 22:46:27;27786;20
8394;2024-06-03 00:40:46;27790;5
8395;2024-01-22 15:11:29;27791;3
8396;2024-05-04 04:18:35;27794;4
8397;2024-05-09 05:42:04;27796;17
8398;2024-02-18 20:44:57;27801;3
8399;2024-01-27 19:24:37;27804;6
8400;2024-02-18 05:39:17;27805;9
8401;2024-04-04 21:01:13;27807;10
8402;2024-06-14 15:56:11;27809;20
8403;2024-03-29 02:42:39;27813;5
8404;2024-05-22 11:31:55;27817;14
8405;2024-06-17 07:55:15;27819;5
8406;2024-04-21 05:51:07;27822;1
8407;2024-02-15 19:37:08;27830;19
8408;2024-02-16 15:47:57;27833;15
8409;2024-05-18 18:00:58;27836;16
8410;2024-03-31 09:40:29;27844;20
8411;2024-06-27 07:27:51;27846;20
8412;2024-04-20 01:19:12;27849;20
8413;2024-01-02 09:51:42;27850;18
8414;2024-02-14 09:13:34;27859;16
8415;2024-01-12 17:44:13;27860;7
8416;2024-05-05 16:06:44;27865;15
8417;2024-03-22 07:52:55;27867;13
8418;2024-06-26 21:41:32;27875;18
8419;2024-04-25 20:36:21;27877;4
8420;2024-02-05 23:07:58;27880;16
8421;2024-06-28 18:20:07;27882;13
8422;2024-06-02 02:52:04;27883;9
8423;2024-06-26 04:06:55;27884;1
8424;2024-02-18 16:39:30;27885;5
8425;2024-03-12 05:40:25;27887;15
8426;2024-02-28 05:58:48;27888;13
8427;2024-01-28 07:21:12;27889;13
8428;2024-02-12 20:03:58;27890;4
8429;2024-04-13 02:13:55;27895;6
8430;2024-04-02 16:37:30;27898;11
8431;2024-02-16 22:24:14;27899;1
8432;2024-04-15 03:49:12;27901;19
8433;2024-05-16 03:40:37;27911;1
8434;2024-01-25 02:36:15;27914;20
8435;2024-06-15 09:42:09;27916;4
8436;2024-04-20 09:25:48;27921;6
8437;2024-02-06 10:35:29;27922;7
8438;2024-03-31 23:29:41;27925;17
8439;2024-06-03 17:37:21;27926;16
8440;2024-04-09 13:36:35;27927;15
8441;2024-04-28 09:43:43;27928;5
8442;2024-04-07 19:24:47;27933;15
8443;2024-04-10 18:34:27;27935;3
8444;2024-02-18 19:51:49;27941;4
8445;2024-06-28 07:25:50;27944;11
8446;2024-04-11 11:33:22;27947;14
8447;2024-05-29 15:46:42;27951;17
8448;2024-05-08 23:21:57;27959;15
8449;2024-05-26 20:46:17;27962;13
8450;2024-05-03 15:58:01;27967;11
8451;2024-01-31 04:07:30;27968;3
8452;2024-02-06 11:48:50;27970;15
8453;2024-02-14 09:51:54;27974;20
8454;2024-06-06 10:15:38;27984;10
8455;2024-02-07 03:46:21;27988;6
8456;2024-01-16 23:09:49;27991;6
8457;2024-03-27 22:29:12;27993;3
8458;2024-04-16 21:46:15;27994;19
8459;2024-04-07 20:27:05;27998;18
8460;2024-04-25 23:19:05;28002;11
8461;2024-04-29 16:00:52;28003;10
8462;2024-04-23 00:33:44;28004;2
8463;2024-04-11 09:02:40;28006;12
8464;2024-02-19 16:05:57;28010;3
8465;2024-04-06 06:40:16;28014;9
8466;2024-04-30 06:35:25;28017;3
8467;2024-04-27 21:55:17;28019;14
8468;2024-06-12 07:40:56;28023;4
8469;2024-02-02 16:23:25;28025;1
8470;2024-03-01 11:16:15;28027;14
8471;2024-02-10 07:18:23;28032;11
8472;2024-03-29 14:43:03;28033;12
8473;2024-02-08 05:58:49;28040;2
8474;2024-03-18 07:32:50;28041;16
8475;2024-02-17 15:00:41;28052;13
8476;2024-05-23 02:09:43;28053;17
8477;2024-06-10 21:01:58;28055;17
8478;2024-04-14 03:35:01;28056;15
8479;2024-05-19 02:32:00;28063;3
8480;2024-04-25 14:23:32;28069;5
8481;2024-03-18 00:00:03;28071;6
8482;2024-03-07 12:35:38;28075;15
8483;2024-04-16 09:35:53;28076;5
8484;2024-02-14 06:20:19;28078;10
8485;2024-01-26 22:08:00;28080;10
8486;2024-02-05 15:03:09;28085;11
8487;2024-06-22 23:42:59;28086;9
8488;2024-03-18 00:15:09;28087;5
8489;2024-05-04 05:43:38;28092;9
8490;2024-05-30 08:44:40;28094;3
8491;2024-06-26 23:57:53;28095;9
8492;2024-04-10 10:07:46;28100;19
8493;2024-05-14 16:32:23;28101;19
8494;2024-06-05 22:43:21;28103;11
8495;2024-01-20 09:19:30;28107;2
8496;2024-04-23 05:39:51;28108;13
8497;2024-04-27 04:10:44;28110;12
8498;2024-03-11 16:11:03;28112;17
8499;2024-06-09 04:01:18;28114;8
8500;2024-02-10 00:29:16;28116;1
8501;2024-01-10 11:57:54;28119;3
8502;2024-03-15 12:30:27;28120;16
8503;2024-05-21 10:23:44;28122;4
8504;2024-05-26 04:16:16;28124;18
8505;2024-03-20 10:07:20;28125;17
8506;2024-01-18 07:16:09;28127;18
8507;2024-04-03 07:24:17;28128;1
8508;2024-05-29 17:20:15;28134;5
8509;2024-04-14 03:59:50;28135;2
8510;2024-02-03 02:09:29;28136;6
8511;2024-05-16 14:59:21;28142;8
8512;2024-02-14 17:07:36;28143;4
8513;2024-06-26 17:27:12;28145;12
8514;2024-02-04 03:01:26;28154;11
8515;2024-01-02 05:01:35;28156;2
8516;2024-06-17 04:12:41;28159;7
8517;2024-05-08 16:17:29;28162;19
8518;2024-05-03 06:21:17;28163;16
8519;2024-03-12 21:02:06;28164;8
8520;2024-02-06 23:36:51;28166;16
8521;2024-02-11 01:54:19;28167;3
8522;2024-01-31 20:40:23;28170;13
8523;2024-01-02 13:20:46;28174;10
8524;2024-04-02 19:14:39;28183;7
8525;2024-05-03 00:39:05;28185;8
8526;2024-01-25 13:01:29;28186;19
8527;2024-02-25 04:07:12;28187;20
8528;2024-04-18 17:52:58;28189;10
8529;2024-04-15 16:35:46;28190;17
8530;2024-05-27 08:30:22;28194;7
8531;2024-05-29 20:41:00;28197;6
8532;2024-04-13 15:15:39;28198;5
8533;2024-03-16 20:43:09;28199;9
8534;2024-03-18 12:12:09;28204;19
8535;2024-05-02 06:34:39;28205;19
8536;2024-01-22 09:20:30;28208;10
8537;2024-03-17 09:45:07;28218;18
8538;2024-01-02 13:07:52;28219;6
8539;2024-01-27 20:04:13;28221;14
8540;2024-02-18 09:48:13;28223;20
8541;2024-01-29 09:13:09;28226;18
8542;2024-02-09 17:44:36;28227;19
8543;2024-04-06 08:17:40;28234;15
8544;2024-02-29 07:32:08;28245;8
8545;2024-03-01 15:59:49;28247;8
8546;2024-05-27 05:56:24;28253;9
8547;2024-02-22 03:27:04;28254;14
8548;2024-05-28 05:38:02;28255;6
8549;2024-01-23 03:49:06;28258;1
8550;2024-04-20 06:28:28;28260;16
8551;2024-04-28 02:17:06;28261;11
8552;2024-01-02 09:10:53;28262;9
8553;2024-04-04 01:47:40;28264;6
8554;2024-06-10 12:47:04;28265;12
8555;2024-06-20 13:17:17;28267;7
8556;2024-05-02 12:51:44;28270;1
8557;2024-01-03 10:29:12;28276;18
8558;2024-06-13 23:01:56;28277;10
8559;2024-06-26 13:49:47;28281;1
8560;2024-06-17 23:15:48;28284;4
8561;2024-01-22 11:55:03;28292;17
8562;2024-06-09 18:51:55;28295;12
8563;2024-05-15 06:29:25;28297;1
8564;2024-01-08 09:59:05;28304;17
8565;2024-06-03 21:22:37;28309;6
8566;2024-04-18 07:21:56;28316;1
8567;2024-01-04 18:46:57;28317;10
8568;2024-04-23 10:18:36;28318;11
8569;2024-04-30 05:04:40;28327;4
8570;2024-04-09 14:05:08;28330;2
8571;2024-04-10 20:07:30;28332;3
8572;2024-02-14 14:18:35;28333;19
8573;2024-03-05 19:01:42;28335;12
8574;2024-02-02 17:18:09;28338;4
8575;2024-04-03 16:28:32;28339;15
8576;2024-02-27 04:55:41;28344;12
8577;2024-04-26 17:04:12;28346;1
8578;2024-03-11 19:30:12;28351;9
8579;2024-03-24 16:20:00;28353;2
8580;2024-03-10 16:03:15;28355;10
8581;2024-06-27 15:06:16;28357;11
8582;2024-06-06 07:13:19;28361;4
8583;2024-03-07 19:49:19;28362;15
8584;2024-03-22 10:52:31;28363;20
8585;2024-01-16 10:19:53;28364;14
8586;2024-04-06 07:54:44;28366;8
8587;2024-06-24 01:43:28;28369;11
8588;2024-03-30 10:19:08;28371;5
8589;2024-05-24 22:46:06;28372;20
8590;2024-03-31 02:51:33;28374;20
8591;2024-03-09 20:05:09;28376;6
8592;2024-03-04 12:36:32;28381;18
8593;2024-06-29 13:08:06;28382;5
8594;2024-05-22 20:46:44;28383;17
8595;2024-01-06 14:16:58;28387;20
8596;2024-01-13 01:30:38;28389;2
8597;2024-04-23 21:54:06;28390;10
8598;2024-06-06 22:17:22;28392;6
8599;2024-04-16 22:35:33;28396;3
8600;2024-04-16 20:17:39;28410;19
8601;2024-05-05 19:17:05;28415;6
8602;2024-02-27 20:35:08;28434;7
8603;2024-06-06 18:17:26;28435;17
8604;2024-02-06 04:07:01;28437;6
8605;2024-02-09 04:28:05;28441;11
8606;2024-02-28 21:23:14;28442;15
8607;2024-01-19 10:44:01;28443;15
8608;2024-05-25 23:50:18;28444;1
8609;2024-05-18 17:54:43;28455;8
8610;2024-03-30 13:15:52;28457;8
8611;2024-02-11 10:42:58;28458;11
8612;2024-01-04 22:25:29;28461;7
8613;2024-03-19 04:47:15;28469;17
8614;2024-06-11 22:03:00;28471;10
8615;2024-02-07 16:49:55;28472;5
8616;2024-03-10 08:57:24;28474;4
8617;2024-04-22 14:25:05;28478;4
8618;2024-01-06 01:45:35;28479;6
8619;2024-05-07 12:56:53;28480;15
8620;2024-02-16 13:33:01;28481;18
8621;2024-06-11 00:25:59;28485;12
8622;2024-05-16 09:59:28;28488;7
8623;2024-04-23 17:54:16;28490;20
8624;2024-01-14 01:49:02;28493;16
8625;2024-03-19 05:10:44;28498;11
8626;2024-06-25 23:14:29;28499;12
8627;2024-06-19 15:41:13;28501;9
8628;2024-02-15 07:53:39;28503;8
8629;2024-04-16 23:20:01;28504;11
8630;2024-05-04 15:32:02;28505;11
8631;2024-04-06 08:13:46;28506;8
8632;2024-06-14 03:51:35;28508;9
8633;2024-06-25 06:20:25;28512;10
8634;2024-06-18 22:34:49;28514;12
8635;2024-05-10 01:05:55;28517;2
8636;2024-01-26 16:32:00;28520;12
8637;2024-02-01 17:03:50;28527;18
8638;2024-02-08 00:11:37;28538;3
8639;2024-01-18 20:23:47;28541;16
8640;2024-03-06 11:09:23;28546;13
8641;2024-03-13 09:32:34;28548;13
8642;2024-06-17 12:11:13;28554;4
8643;2024-06-10 00:39:32;28560;19
8644;2024-01-18 08:15:51;28563;15
8645;2024-06-08 23:12:27;28565;4
8646;2024-03-03 21:31:41;28566;5
8647;2024-02-09 23:51:57;28571;17
8648;2024-06-03 09:38:01;28574;8
8649;2024-01-21 09:48:46;28576;19
8650;2024-06-28 23:36:22;28578;20
8651;2024-04-29 06:33:26;28582;17
8652;2024-03-24 04:19:05;28588;15
8653;2024-01-25 03:07:35;28591;3
8654;2024-05-31 11:40:47;28595;6
8655;2024-02-09 22:17:05;28596;16
8656;2024-03-12 21:49:21;28598;15
8657;2024-03-29 04:10:33;28604;16
8658;2024-01-11 10:49:55;28606;5
8659;2024-01-03 02:53:58;28607;4
8660;2024-03-31 03:50:13;28608;1
8661;2024-03-27 02:11:52;28610;11
8662;2024-02-27 00:30:32;28611;2
8663;2024-05-09 04:03:26;28613;8
8664;2024-05-29 00:00:14;28615;14
8665;2024-06-03 07:58:59;28616;5
8666;2024-04-13 07:32:33;28617;17
8667;2024-02-27 04:49:45;28624;6
8668;2024-05-17 04:16:16;28627;19
8669;2024-03-12 05:56:30;28628;17
8670;2024-06-06 01:50:47;28634;5
8671;2024-05-20 07:36:01;28635;6
8672;2024-05-15 17:48:33;28638;6
8673;2024-02-14 13:59:01;28643;2
8674;2024-06-24 14:17:18;28650;18
8675;2024-01-05 15:26:05;28653;2
8676;2024-04-12 13:09:55;28661;15
8677;2024-04-23 23:59:55;28663;20
8678;2024-05-18 11:55:48;28672;3
8679;2024-01-26 23:58:48;28679;3
8680;2024-05-13 02:49:10;28680;14
8681;2024-03-08 15:30:16;28685;12
8682;2024-03-06 06:52:15;28686;7
8683;2024-02-04 06:58:35;28688;20
8684;2024-06-25 16:57:30;28693;1
8685;2024-03-08 02:49:33;28695;19
8686;2024-03-03 17:23:22;28707;2
8687;2024-03-29 07:12:37;28714;19
8688;2024-05-19 05:34:14;28718;1
8689;2024-04-30 04:47:42;28721;10
8690;2024-04-02 00:21:13;28722;13
8691;2024-01-14 14:23:09;28732;3
8692;2024-06-19 08:32:35;28735;7
8693;2024-03-05 16:21:16;28738;19
8694;2024-04-26 14:42:23;28739;4
8695;2024-04-09 11:24:44;28740;5
8696;2024-06-03 11:47:10;28742;7
8697;2024-05-15 17:38:06;28744;17
8698;2024-03-26 11:54:50;28747;16
8699;2024-04-22 19:50:15;28749;4
8700;2024-02-21 09:31:21;28758;17
8701;2024-04-15 22:46:10;28766;16
8702;2024-03-18 04:21:29;28769;5
8703;2024-03-09 23:14:45;28778;15
8704;2024-01-13 01:30:48;28779;8
8705;2024-03-10 18:02:14;28781;7
8706;2024-03-01 15:04:26;28782;13
8707;2024-03-29 10:10:23;28787;11
8708;2024-06-11 18:10:55;28789;6
8709;2024-06-14 05:24:23;28790;20
8710;2024-04-01 17:06:56;28794;14
8711;2024-06-14 09:31:47;28797;2
8712;2024-04-08 01:55:49;28799;5
8713;2024-03-06 20:10:31;28800;19
8714;2024-01-04 10:37:10;28804;3
8715;2024-01-01 03:18:22;28811;15
8716;2024-04-24 04:48:44;28815;14
8717;2024-01-19 00:43:54;28817;4
8718;2024-03-22 15:55:35;28818;10
8719;2024-05-13 04:28:02;28819;16
8720;2024-05-14 04:22:32;28822;19
8721;2024-01-29 07:20:00;28826;7
8722;2024-05-09 13:01:03;28832;1
8723;2024-02-13 22:39:22;28837;17
8724;2024-05-20 23:31:27;28839;1
8725;2024-05-27 01:15:55;28842;8
8726;2024-03-05 18:17:18;28843;14
8727;2024-01-30 23:53:14;28844;10
8728;2024-04-17 08:26:26;28847;5
8729;2024-02-26 17:39:04;28850;19
8730;2024-06-23 04:56:35;28851;15
8731;2024-06-11 08:28:41;28856;19
8732;2024-05-07 15:00:38;28860;14
8733;2024-05-12 05:04:48;28861;4
8734;2024-02-14 14:12:40;28862;5
8735;2024-02-10 13:18:52;28864;11
8736;2024-01-29 05:54:11;28866;19
8737;2024-06-23 17:08:55;28869;19
8738;2024-04-23 23:26:25;28879;9
8739;2024-01-21 22:22:45;28881;4
8740;2024-04-04 10:45:52;28884;2
8741;2024-04-04 23:42:50;28886;15
8742;2024-03-06 03:16:42;28891;12
8743;2024-03-31 01:16:02;28905;20
8744;2024-03-06 02:18:08;28908;2
8745;2024-02-02 04:57:25;28911;12
8746;2024-02-19 03:53:20;28912;6
8747;2024-01-02 09:56:16;28916;13
8748;2024-03-30 13:57:20;28922;10
8749;2024-04-08 06:24:25;28927;16
8750;2024-02-06 01:47:25;28930;7
8751;2024-01-31 14:05:28;28935;8
8752;2024-01-19 03:27:42;28938;17
8753;2024-03-06 14:03:02;28941;19
8754;2024-04-06 03:13:02;28943;2
8755;2024-06-16 00:38:43;28946;16
8756;2024-03-06 03:31:18;28947;18
8757;2024-03-27 08:23:49;28948;4
8758;2024-01-24 21:56:10;28950;20
8759;2024-02-18 02:57:58;28951;12
8760;2024-04-18 09:36:00;28955;3
8761;2024-02-22 09:29:38;28956;12
8762;2024-05-19 18:35:55;28958;9
8763;2024-01-18 17:28:43;28959;14
8764;2024-05-19 14:44:45;28960;5
8765;2024-01-19 08:06:02;28961;11
8766;2024-02-22 04:19:00;28962;3
8767;2024-04-11 19:07:59;28964;19
8768;2024-01-31 17:07:20;28965;17
8769;2024-06-13 22:49:19;28966;1
8770;2024-06-09 12:22:32;28971;1
8771;2024-02-24 13:22:37;28973;5
8772;2024-04-30 11:26:08;28974;20
8773;2024-04-09 06:16:16;28976;5
8774;2024-06-16 23:59:13;28978;4
8775;2024-06-15 11:34:01;28979;16
8776;2024-06-11 00:16:32;28984;17
8777;2024-03-27 23:19:37;28988;16
8778;2024-04-04 02:28:48;28989;1
8779;2024-06-09 06:15:52;28990;11
8780;2024-01-06 18:21:08;28994;8
8781;2024-06-29 04:31:33;28997;11
8782;2024-06-18 16:01:35;29000;16
8783;2024-03-02 19:55:56;29003;11
8784;2024-03-22 15:48:46;29005;18
8785;2024-04-28 17:04:44;29007;17
8786;2024-04-18 23:32:05;29009;16
8787;2024-04-24 14:21:52;29013;9
8788;2024-03-30 08:23:25;29015;20
8789;2024-03-16 23:25:55;29018;9
8790;2024-05-18 18:43:41;29019;7
8791;2024-03-07 02:09:27;29025;4
8792;2024-02-27 16:24:48;29030;6
8793;2024-01-24 22:07:51;29041;5
8794;2024-02-14 10:58:37;29050;3
8795;2024-04-05 22:16:18;29051;8
8796;2024-06-03 04:24:22;29052;11
8797;2024-03-01 01:53:18;29053;11
8798;2024-04-18 21:55:18;29058;11
8799;2024-05-29 21:11:37;29065;1
8800;2024-03-24 11:35:35;29067;18
8801;2024-02-20 13:17:38;29069;6
8802;2024-01-17 13:13:52;29078;11
8803;2024-04-15 11:51:14;29079;7
8804;2024-04-24 08:31:13;29084;10
8805;2024-01-01 10:47:49;29088;3
8806;2024-02-15 10:51:27;29089;1
8807;2024-04-19 12:11:22;29091;14
8808;2024-01-04 09:32:40;29101;19
8809;2024-01-11 13:27:03;29103;18
8810;2024-05-31 11:01:20;29105;10
8811;2024-01-24 20:18:40;29107;6
8812;2024-01-07 03:36:23;29110;19
8813;2024-05-25 19:37:17;29112;19
8814;2024-06-04 16:04:17;29114;4
8815;2024-02-13 10:10:05;29115;11
8816;2024-05-17 13:30:26;29119;2
8817;2024-04-12 10:41:29;29120;18
8818;2024-03-11 17:32:01;29121;6
8819;2024-01-02 09:46:31;29122;2
8820;2024-01-01 12:39:52;29128;16
8821;2024-03-11 04:36:35;29133;16
8822;2024-01-28 05:16:15;29140;12
8823;2024-06-11 22:22:13;29145;5
8824;2024-06-20 02:52:27;29147;1
8825;2024-04-13 15:47:50;29152;3
8826;2024-04-09 07:53:07;29154;17
8827;2024-02-11 20:44:33;29162;8
8828;2024-03-15 22:57:42;29165;16
8829;2024-02-14 08:01:29;29167;5
8830;2024-01-04 06:56:11;29174;3
8831;2024-05-31 23:54:32;29175;5
8832;2024-04-19 23:02:16;29176;15
8833;2024-06-22 10:32:23;29179;10
8834;2024-01-30 03:46:45;29184;18
8835;2024-04-30 22:09:21;29190;4
8836;2024-05-04 13:20:42;29195;20
8837;2024-03-18 02:28:56;29208;1
8838;2024-02-24 08:02:07;29215;19
8839;2024-02-15 15:21:18;29217;15
8840;2024-04-22 01:41:19;29219;15
8841;2024-01-13 16:42:49;29223;1
8842;2024-04-03 05:54:36;29226;15
8843;2024-03-30 12:07:03;29227;18
8844;2024-05-04 06:23:39;29232;2
8845;2024-01-03 16:04:27;29233;4
8846;2024-05-20 15:53:45;29238;16
8847;2024-04-07 21:24:48;29239;8
